Gene	GSM3288223_Sample_01-H_dLCC	GSM3288226_Sample_02-H_dRoDeAA	GSM3288228_Sample_03-H_dZC	GSM3288231_Sample_04-H_dTG	GSM3288234_Sample_05-H_dPF	GSM3288237_Sample_06-H_dGiAg	GSM3288240_Sample_07-H_dLePe	GSM3288243_Sample_08-H_dNB	GSM3288245_Sample_09-H_tripletC	GSM3288248_Sample_10-H_tripletH	GSM3288251_Sample_11-H_tripletQ	GSM3288254_Sample_12-H_tripletW	GSM3288257_Sample_13-H_tripletS	GSM3288260_Sample_14-H_tripletA	GSM3288263_Sample_15-H_tripletG	GSM3288266_Sample_16-H_tripletJ	GSM3288273_Sample_18-H_tripletT
LINC01047	0	0	0	0	0	1	0	0	1	1	0	1	0	2	0	0	1
LINC01048	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01050	10	0	3	6	8	2	0	6	0	0	0	0	0	0	0	0	0
LINC01053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01054	19	0	1	4	1	3	1	1	0	1	1	1	3	2	0	3	1
LINC01055	1	0	2	0	1	0	0	0	1	1	0	0	0	2	1	3	1
LINC01056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	119	34	20	35	45	35	52	26	40	28	45	37	34	68	18	62	48
LINC01058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01061	31	28	39	24	21	38	12	9	6	49	23	52	31	57	37	53	125
LINC01063	2	1	1	0	1	0	0	3	1	2	0	3	1	3	0	5	3
LINC01065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01068	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0
LINC01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01072	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC01075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01082	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0
LINC01085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LINC01087	1	1	1	0	2	1	0	0	0	3	5	3	5	1	2	6	5
LINC01088	1	7	3	0	2	1	1	2	0	1	0	1	1	2	0	4	1
LINC01089	1267	393	213	460	1347	796	707	637	952	999	1090	1097	1146	1533	621	1185	1044
LINC01090	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0
LINC01091	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01093	2	2	0	5	16	2	2	1	0	0	0	0	0	0	0	0	0
LINC01094	20	31	26	24	10	10	2	12	7	9	5	36	13	20	26	8	20
LINC01095	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01096	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01098	0	0	0	0	2	0	0	0	2	0	0	0	0	2	2	1	0
LINC01099	3	4	3	2	3	1	1	1	2	8	5	2	6	9	2	15	5
LINC01100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01104	1	0	0	0	2	1	1	1	3	2	3	1	4	2	0	2	0
LINC01105	6	7	4	6	9	8	1	11	14	6	12	12	9	19	8	18	14
LINC01106	5	6	1	1	23	1	6	2	0	1	0	1	1	1	0	0	1
LINC01107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01108	0	2	0	1	1	0	2	1	0	0	0	1	0	0	0	0	0
LINC01111	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01114	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01116	0	0	0	0	1	0	0	2	3	1	0	0	0	0	0	0	0
LINC01117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01118	3	2	0	0	2	0	0	0	0	0	0	0	2	1	0	0	3
LINC01119	9	5	2	1	0	2	1	5	0	1	2	0	0	0	0	0	3
LINC01120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01122	1	0	2	0	1	2	1	6	8	4	7	5	8	6	2	3	2
LINC01123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01124	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01125	20	18	9	6	15	14	1	7	0	13	6	8	10	11	5	11	18
LINC01126	2	3	1	0	3	2	2	11	4	0	3	4	3	7	2	0	4
LINC01127	4	0	2	2	8	0	1	0	0	0	0	0	0	0	2	0	0
LINC01128	103	119	159	89	69	83	32	57	132	349	317	846	255	411	425	372	550
LINC01132	24	20	8	6	4	4	4	3	0	0	0	0	1	2	1	2	3
LINC01133	1098	1338	604	355	400	1608	216	1321	2095	1612	4609	1720	1437	1739	1110	4593	2809
LINC01134	17	11	15	8	8	11	8	3	15	11	12	94	12	36	25	18	59
LINC01135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01136	4	4	6	1	3	2	1	6	4	21	10	15	16	18	15	19	13
LINC01137	290	51	45	87	235	61	105	126	9	11	41	15	32	47	7	37	40
LINC01138	148	116	99	74	153	64	63	43	19	38	27	46	38	52	24	59	86
LINC01139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01140	10	7	5	5	9	5	1	1	1	0	0	1	1	0	0	0	2
LINC01141	1	0	0	4	1	0	0	1	3	2	0	4	2	6	2	3	2
LINC01142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01144	12	10	17	4	18	15	9	1	1	3	7	4	6	8	6	10	23
LINC01146	4	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
LINC01150	10	7	6	2	20	4	18	5	0	0	0	0	0	2	1	0	2
LINC01151	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01152	1	0	3	0	2	1	1	5	7	3	6	4	4	4	2	7	8
LINC01158	0	1	0	0	3	0	0	2	1	0	2	1	1	2	3	1	1
LINC01159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01160	193	48	38	71	38	48	38	33	23	23	28	36	53	60	27	33	62
LINC01162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01163	1	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0
LINC01164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01169	0	1	0	0	1	3	0	0	3	0	0	1	0	1	0	1	1
LINC01170	2	1	1	1	1	0	1	0	0	4	2	3	9	4	3	5	1
LINC01176	128	34	10	45	52	42	62	63	22	39	49	42	60	76	20	49	48
LINC01177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01179	6	7	4	3	10	4	4	4	22	2	7	6	15	13	2	7	11
LINC01180	4	3	2	1	1	3	0	1	7	6	5	8	7	7	5	1	5
LINC01182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01184	35	79	64	29	30	22	21	13	1	29	29	38	22	33	11	67	78
LINC01185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01186	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC01187	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01189	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01191	5	2	1	1	1	4	1	1	5	5	4	2	2	3	2	1	0
LINC01192	16	2	3	5	2	1	2	3	0	4	2	3	1	2	1	6	0
LINC01193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01194	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0
LINC01195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01198	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
LINC01201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01204	3	4	7	5	9	4	0	4	5	15	8	18	11	19	11	20	12
LINC01205	8	8	4	2	10	6	4	6	13	16	15	18	22	13	11	29	20
LINC01206	1	0	0	1	1	0	1	0	0	1	1	2	0	0	1	4	0
LINC01207	4	3	6	4	11	6	4	3	14	9	6	24	19	19	7	26	14
LINC01208	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01209	6	7	4	6	2	4	1	5	8	2	12	5	5	3	2	9	6
LINC01210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01212	6	3	8	3	11	7	3	5	16	10	15	21	26	20	10	23	12
LINC01213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01215	21	233	202	47	5	23	17	0	0	6	20	20	8	13	9	21	22
LINC01216	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
LINC01219	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0
LINC01220	2	4	2	0	11	0	1	0	0	0	1	0	0	0	0	0	0
LINC01221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01224	1	1	1	1	4	1	0	2	7	3	2	4	4	3	3	4	3
LINC01225	4	9	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1
LINC01226	33	38	12	12	25	14	9	19	13	7	11	12	13	18	12	24	24
LINC01227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01232	10	7	2	2	6	1	4	0	1	2	2	0	3	5	1	2	5
LINC01233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01234	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	0
LINC01237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01239	4	1	1	3	1	2	2	0	0	1	1	1	0	2	1	5	1
LINC01241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01247	4	7	5	2	1	2	2	4	9	5	2	8	6	11	5	11	9
LINC01248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01249	0	0	0	0	2	0	0	1	0	0	0	1	3	0	0	0	0
LINC01250	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
LINC01251	0	2	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1
LINC01252	11	13	7	7	9	3	9	3	13	5	6	14	6	9	8	18	10
LINC01254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01260	2	4	0	1	6	0	2	0	0	0	2	0	3	2	0	0	3
LINC01262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01264	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01266	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
LINC01267	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01268	18	26	9	15	50	12	27	21	1	2	2	4	2	4	2	6	4
LINC01269	0	1	2	0	1	0	0	0	0	0	1	0	3	0	1	0	0
LINC01270	6	0	0	1	7	1	1	3	0	0	0	0	0	0	0	0	0
LINC01271	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01272	390	66	50	159	1178	43	232	297	34	64	10	57	85	213	38	18	16
LINC01273	0	0	1	0	0	0	0	0	0	0	2	2	2	2	2	1	0
LINC01276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01277	3	1	0	0	1	3	0	0	0	2	0	2	3	1	1	0	3
LINC01278	158	193	161	112	124	102	66	74	19	46	57	60	48	77	30	73	146
LINC01279	1	3	1	1	1	3	1	0	0	3	1	10	2	3	3	3	8
LINC01280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01281	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01282	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01289	3	3	1	4	4	0	2	5	4	2	5	0	7	6	2	13	5
LINC01291	1	0	1	0	2	0	0	2	2	0	0	0	6	2	0	1	2
LINC01296	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC01298	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01299	8	2	6	3	6	1	0	6	10	5	4	10	10	14	29	21	9
LINC01300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01301	0	1	0	0	0	0	0	3	0	0	0	0	4	1	1	1	2
LINC01304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01305	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01311	65	31	38	42	78	78	50	51	16	32	51	30	57	55	23	60	66
LINC01312	3	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1
LINC01314	8	9	3	1	3	2	3	0	0	2	4	7	7	2	5	14	13
LINC01315	24	0	0	12	50	3	10	10	0	2	0	0	0	1	0	0	0
LINC01317	6	0	3	0	1	2	0	3	13	2	3	4	4	10	2	7	3
LINC01320	3	1	0	3	0	0	0	0	0	1	3	0	2	1	1	2	2
LINC01322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01330	1	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	1
LINC01331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01336	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01337	7	6	2	2	3	11	1	8	15	28	37	18	30	42	1	35	30
LINC01338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01341	9	14	3	6	23	17	2	3	0	0	0	1	1	7	0	0	11
LINC01342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01343	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01344	1	3	3	1	1	0	0	1	0	0	1	9	3	3	0	3	0
LINC01346	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01347	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
LINC01348	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
LINC01349	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01352	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01353	15	1	3	8	10	2	4	1	0	1	0	1	1	2	0	0	0
LINC01354	0	0	1	1	8	0	0	0	0	2	1	0	2	1	2	1	2
LINC01355	70	116	46	63	44	53	25	20	7	59	48	63	56	16	60	53	81
LINC01356	17	7	9	5	10	5	5	2	7	13	10	13	12	39	18	21	12
LINC01358	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LINC01359	1	0	0	0	0	2	1	0	0	1	0	3	0	0	0	0	1
LINC01360	1	3	1	0	0	1	0	1	4	4	4	6	8	9	1	6	3
LINC01361	0	3	2	0	1	1	0	0	0	0	2	3	3	1	0	3	2
LINC01363	2	1	1	1	1	1	0	2	1	0	1	4	3	1	2	3	0
LINC01364	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC01365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01366	53	232	176	60	4	35	6	12	15	34	62	39	68	47	38	73	151
LINC01370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01372	31	14	6	8	20	19	8	18	12	6	9	8	12	15	10	20	7
LINC01375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01389	4	2	2	3	2	3	2	1	0	1	4	3	0	2	1	2	5
LINC01391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01393	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01398	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
LINC01399	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC01402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01410	74	61	23	17	59	16	22	11	2	13	25	14	15	13	8	21	43
LINC01411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01412	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LINC01413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01419	3	2	0	2	5	3	1	3	1	1	6	3	1	0	3	2	2
LINC01420	796	661	456	473	382	328	194	276	121	123	252	172	278	238	111	344	375
LINC01422	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
LINC01423	4	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
LINC01424	3	8	4	2	4	10	0	8	7	22	7	3	13	24	13	16	21
LINC01425	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC01426	23	12	6	6	8	7	4	5	17	15	5	20	13	16	7	23	21
LINC01427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01429	4	1	4	4	3	3	0	0	8	2	6	2	4	6	0	9	2
LINC01430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01431	3	5	7	1	8	5	1	0	4	12	13	16	7	9	10	8	10
LINC01432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01433	14	1	5	5	2	6	3	6	9	20	11	43	20	27	27	17	20
LINC01435	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01436	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01441	0	0	1	1	12	0	0	2	4	5	1	6	7	7	2	5	6
LINC01443	10	3	8	2	14	7	9	6	21	17	10	7	16	23	10	25	16
LINC01444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01445	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01447	7	30	9	14	7	1	3	8	12	45	55	145	44	48	102	52	36
LINC01448	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
LINC01449	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LINC01450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01461	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
LINC01465	25	13	12	7	11	11	1	34	9	13	26	18	13	21	14	19	27
LINC01467	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
LINC01468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01471	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	0
LINC01473	2	7	4	8	0	2	0	1	0	3	1	4	1	1	3	3	7
LINC01474	3	0	1	1	31	0	5	2	0	1	3	0	2	3	3	3	5
LINC01475	1	3	1	1	10	2	9	0	0	1	0	1	0	0	0	0	0
LINC01476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01481	78	51	32	47	48	51	38	37	40	79	103	99	80	149	75	124	146
LINC01482	3	1	4	3	10	5	1	6	18	17	14	20	20	34	4	16	18
LINC01483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01484	0	2	3	3	0	0	0	0	0	1	1	3	0	0	2	0	2
LINC01485	2	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0
LINC01486	9	0	2	0	19	0	4	0	0	4	4	0	4	3	0	2	1
LINC01487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01489	0	0	0	0	0	0	0	0	0	0	2	7	1	4	7	2	1
LINC01490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01492	4	4	2	2	0	3	0	4	16	13	11	16	6	11	4	16	14
LINC01493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01496	2	1	0	1	1	2	1	0	1	3	2	1	5	2	4	3	1
LINC01497	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LINC01498	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01501	1	2	2	1	3	0	0	2	4	1	1	4	2	6	2	2	2
LINC01502	6	1	4	2	5	7	5	1	13	11	13	12	15	21	4	27	12
LINC01503	112	7	8	53	328	32	70	100	4	7	2	6	9	11	5	1	4
LINC01504	20	16	8	7	28	9	8	5	6	4	0	26	9	4	16	8	5
LINC01505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01506	6	1	0	1	16	0	2	2	3	0	0	0	1	4	0	0	0
LINC01507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01509	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01512	11	4	11	3	18	3	2	5	0	7	1	7	0	6	7	7	18
LINC01514	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LINC01515	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01516	0	1	2	1	4	1	1	3	2	2	1	6	2	9	1	4	3
LINC01517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01518	0	1	0	1	5	0	0	3	0	0	0	1	5	4	1	3	1
LINC01519	1	1	0	0	0	0	0	0	0	0	0	1	1	4	0	1	2
LINC01520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01521	39	40	33	25	59	48	30	40	21	31	24	29	35	43	28	36	44
LINC01522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LINC01525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01526	4	0	0	0	3	0	0	0	0	0	0	1	1	0	0	2	0
LINC01529	12	1	1	3	4	0	5	1	1	2	0	1	1	5	0	0	0
LINC01530	385	135	89	144	40	198	112	69	90	231	225	176	228	228	157	226	234
LINC01531	4	3	6	4	13	6	6	11	19	13	8	9	23	16	8	11	13
LINC01532	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
