Original_ID	Gene_Symbol	SCA01_T2	SCA03_T2	SCA04_T2	SCA05_T2	SCA08_T2	SCA09_T2	SCA12_T2	SCA13_T2	SCA14_T2	SCA15_T2	SCA16_T2	SCA17_T2	SCA18_T2	SCA19_T2	SCA22_T2	SCA23_T2	SCA26_T2	SCA27_T2	SCA28_T2	SCA29_T2	SCA31_T2	SCA32_T2	SCA34_T2
ENSG00000279928	DDX11L17	0.1205311416825419	0.05680899893405689	0	0	0	0	0.173164456878782	0	0	0	0	0	0	0	0	0.09789924644113276	0	0.19686461229602073	0	0	0	0	0
ENSG00000279457	WASH9P	1.566904841873045	1.3634159744173653	2.0958682336962826	1.569828112991113	0.9449497225521344	1.745616574527315	2.077973482545384	2.9825580928341684	0.7873576769211713	2.5224403971453375	1.4607033578632695	1.2197416525040703	2.4201126342451813	1.096994828908684	2.1083220686723116	0.7831939715290621	1.0892891581243862	2.2639430414042385	0.9223810673504116	1.5919167555874776	0.7956745943951357	1.6885239772628151	2.109606784022069
ENSG00000273874	MIR6859-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275135	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228463	NA	0.06026557084127095	0.2272359957362276	0.30821591672004156	0	0.1718090404640244	0.16784774755070336	0.519493370636346	0	0	0.1455254075276156	0.276349283920078	0.29569494606159286	0.10083802642688254	0.14959020394209327	0.06801038931201006	0.8321435947496285	0.515979074901025	1.082755367628114	0.20497357052231371	0.08378509239934093	0.19891864859878391	0.7236531331126351	0.12409451670718052
ENSG00000241670	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236679	RPL23AP24	0	0	0	0	0	0.03356954951014067	0.346328913757564	0	0	0.04850846917587187	0	0.11088560477309732	0	0	0	0	0	0.09843230614801037	0	0	0	0	0.06204725835359025
ENSG00000236743	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236601	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237094	NA	0.1205311416825419	1.9315059637579344	0.12328636668801662	0	0.2577135606960366	0.7049605397129541	1.212151198151474	0.17544459369612755	1.049810235894895	0.38806775340697497	0.7500909134973546	0.6283517603808848	0.40335210570753016	0.29918040788418654	0.7481142824321106	0.9789924644113276	0.515979074901025	0.9843230614801036	0.20497357052231371	0.5864956467953865	0.6464856079460477	0.14473062662252703	0.4963780668287221
ENSG00000269732	WBP1LP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278566	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224813	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233653	CICP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250575	NA	0	0.1136179978681138	0	0	0.2577135606960366	0.06713909902028134	0	0.08772229684806378	0	0	0.3158277530515177	0.11088560477309732	0.10083802642688254	0	0	0	0.17199302496700833	0	0.20497357052231371	0	0	0	0.06204725835359025
ENSG00000278757	NA	0	0.05680899893405689	0	0	0	0.03356954951014067	0	0	0	0	0	0.11088560477309732	0	0	0	0.04894962322056638	0	0	0	0	0	0	0
ENSG00000230021	NA	0	0.05680899893405689	0	0	0	0.20141729706084405	0	0	0	0	0	0	0	0	0	0	0	0.2952969184440311	0	0.08378509239934093	0	0	0
ENSG00000235146	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225972	MTND1P23	57.13176115752486	84.24774541920637	0.4315022834080582	90.52675451582084	0.1718090404640244	54.48337885495831	0.173164456878782	176.93587274254463	0.7873576769211713	0.09701693835174374	96.5248570263701	0.11088560477309732	0.9075422378419428	0.09972680262806216	0.20403116793603016	0.2447481161028319	97.46271414797138	0.09843230614801037	0	0.5864956467953865	63.057211605814494	61.79997756781904	0.3102362917679513
ENSG00000225630	MTND2P28	1.566904841873045	2.101932960560105	1.602722766944216	12.0353488662652	1.8898994451042683	5.404697471132648	82.94577484493658	202.02444964109088	6.823766533316818	1.5037625444520282	2.4081866170178228	55.81242106912565	3.7310069777946544	1.3961752367928704	2.176332457984322	2.83907814679285	1.605268233025411	1.6733492045161762	3.484550698879333	1.7594869403861593	50.47560708194141	1.399062724017761	1.6752759755469369
ENSG00000276171	NA	0.1205311416825419	0	14.794364002561997	2.6163801883185216	0.429522601160061	0.20141729706084405	0.173164456878782	0.7017783747845102	0	0.2910508150552312	0	0.22177120954619464	0.30251407928064766	0.04986340131403109	14.554223312770151	0.4894962322056638	0.17199302496700833	0.19686461229602073	0.3074603557834706	0.3351403695973637	0.09945932429939196	0.28946125324505406	0.12409451670718052
ENSG00000237973	MTCO1P12	261.793639734481	442.7693376920394	80.69092699730687	55.99053603001636	49.30919461317501	39.30994247637473	9.870374042090576	691.1639768658945	4.724146061527028	6.063558646983984	461.1479979243473	7.355411783282122	9.176260404846312	5.5847009471714815	82.02052951028412	11.552111080053669	430.0398934258432	8.07144910413685	11.683493519771885	10.305566365118931	469.4977403552797	268.66828655361763	5.584253251823123
ENSG00000278791	NA	1.4463737001905028	1.8178879658898208	0	2.3547421694866695	0	0.6042518911825321	0	3.333447280226423	0	0.09701693835174374	1.5791387652575886	0	0.10083802642688254	0	0	0	2.8665504161168056	0	0	0	0.9945932429939196	1.3508191818102522	0
ENSG00000229344	MTCO2P12	22.961182490524234	30.84728642119289	0.9246477501601248	0	0.5154271213920733	2.4841466637504097	0.692657827515128	1.4035567495690204	1.312262794868619	0.4850846917587188	37.26767486007909	0.22177120954619464	0.6050281585612953	0.29918040788418654	0.20403116793603016	0.8321435947496285	35.43056314320371	0.7874584491840829	0.6149207115669412	0.16757018479868185	3.878913647676286	21.806081077794072	0.18614177506077076
ENSG00000240409	MTATP8P1	0	0	0	0	0	13.49495890307655	0	0.17544459369612755	0	0	0	0	0	0	0	0.04894962322056638	0	0	0	0	0	0.04824354220750901	0
ENSG00000248527	MTATP6P1	80.63533378562053	113.67480686704783	79.21149059705068	13.605176979256312	79.03215861345123	94.39757322251558	109.7862656611478	189.30471659812164	46.19165037937538	74.12094090073222	131.97652230640296	60.35873086482264	169.50872242358955	113.38937458810668	89.09360999873317	199.9102612327931	120.62444151019518	160.73995593970093	120.72943303764278	134.64264348574085	83.04853578999229	84.04025052548069	96.66962851489362
ENSG00000198744	MTCO3P12	13.499487868444694	22.43955457895247	0.8013613834721081	0	1.5462813641762196	13.897793497198238	1.212151198151474	1.8421682338093397	0.5249051179474475	0.9216609143415656	37.62298108226205	51.96838677032494	1.0083802642688255	0.3490438091982176	0.27204155724804024	0.6363451018673629	84.27658223383408	0.8858907553320933	0.3074603557834706	1.005421108792091	0.5470262836466557	14.328332035630176	0.992756133657444
ENSG00000268663	WBP1LP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273547	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229376	CICP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228327	NA	1.6271704127143156	4.147056922186153	1.5410795836002078	1.569828112991113	1.632185884408232	1.4099210794259085	1.212151198151474	1.8421682338093397	1.049810235894895	1.5037625444520282	3.2767129379094966	2.3285977002350435	0.7058661849881778	1.3463118354788393	1.3602077862402011	2.055884175263788	2.006585291281764	2.5592399598482696	2.152222490484294	1.005421108792091	2.9837797289817587	0.7236531331126351	2.35779581743643
ENSG00000223181	RNU6-1199P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229905	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237491	LINC01409	0.2410622833650838	0.1136179978681138	0.4315022834080582	0	0.429522601160061	0.5371127921622507	0	0.5263337810883827	1.049810235894895	0.9216609143415656	0.7106124443659149	0.25873307780389376	0.40335210570753016	0.49863401314031086	0.7481142824321106	0.5384458554262302	0.8026341165127056	0.39372922459204146	0.3074603557834706	0.6702807391947274	0.5470262836466557	0.43419187986758107	0.8066143585966733
ENSG00000230092	NA	0.3615934250476257	0.28404499467028443	0.9246477501601248	0	0.6872361618560976	0.2349868465709847	1.038986741272692	0.08772229684806378	0.7873576769211713	0.6306100992863344	0.276349283920078	0.4435424190923893	0.6050281585612953	0.3989072105122487	0.3400519465600503	0.2447481161028319	0.34398604993401666	0.19686461229602073	0.40994714104462743	0.4189254619967046	0.39783729719756783	0.14473062662252703	0.24818903341436105
ENSG00000177757	FAM87B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228794	LINC01128	5.122573521508031	5.964944888075974	9.06154795156922	3.139656225982226	5.06836669368872	5.337558372112367	6.060755990757371	6.316005373060592	7.348671651264266	6.5486433387427025	4.500545480984128	4.95289034653168	7.562851982016191	6.731559177394197	7.957215549505176	6.90189687409986	7.0517140236473415	5.709073756584601	8.608889961937177	7.875798685538046	5.868100133664125	7.28477487333386	7.880001810905963
ENSG00000225880	LINC00115	0.7834524209365223	0.511280990406512	1.3561500335681829	1.3081900941592608	0.3436180809280488	0.6713909902028135	0.519493370636346	0.789500671632574	1.312262794868619	2.4254234587935937	0.5132200987087163	0.8131611016693803	0.40335210570753016	0.3989072105122487	1.224187007616181	0.34264736254396466	1.0892891581243862	0.8858907553320933	1.0248678526115689	0.5027105543960455	1.4421602023411833	0.6754095909051261	0.3722835501215415
ENSG00000230368	FAM41C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234711	TUBB8P11	0.06026557084127095	0	0.06164318334400831	0	0	0	0	0	0	0	0	0	0	0	0	0.4894962322056638	0	0	0	0	0	0	0
ENSG00000283040	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272438	NA	0	0.05680899893405689	0	0	0	0	0	0	0	0.04850846917587187	0	0	0	0	0	0.04894962322056638	0.17199302496700833	0	0	0	0	0	0
ENSG00000230699	NA	0	0	0	0	0.0859045202320122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241180	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223764	LINC02593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05733100832233611	0	0	0	0	0	0
ENSG00000187634	SAMD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188976	NOC2L	20.30949737350831	20.28081261945831	22.253189187187	22.23923160070743	17.782235688026528	19.101073671270044	13.333663179666216	21.491962727775626	18.371679128160665	21.586268783262984	19.147057528748263	18.739667206653447	20.16760528537651	20.64344814400887	18.43081550355473	21.195186854505245	17.887274596568865	21.35981043411825	24.18688132163302	22.45440476302337	18.449704657537207	21.227158571303963	22.15087123223172
ENSG00000187961	KLHL17	3.4954031087937154	3.46534893497747	3.760234183984507	0.5232760376637043	2.8348491676564027	3.894067743176318	2.59746685318173	3.070280389682232	2.886978148710962	4.41427069500434	2.5661004935435816	2.9939113288736277	3.0251407928064764	3.0915308814699274	4.692716862528694	2.5453804074694517	2.8092194077944694	2.165510735256228	2.4596828462677647	2.094627309983523	2.138375472436927	3.3770479545256307	2.6680321092043813
ENSG00000277294	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187583	PLEKHN1	0.2410622833650838	0.3408539936043413	0.4931454667520665	0.26163801883185217	0.3436180809280488	0.16784774755070336	0.173164456878782	0.4386114842403189	0.5249051179474475	0.4365762225828469	0.5132200987087163	0.8501229699270795	0.40335210570753016	0.548497414454342	0.4760727251840704	0.19579849288226553	0	0.4921615307400518	0.3074603557834706	0.4189254619967046	0.5967559457963517	0.4824354220750901	0.6825198418894928
ENSG00000187642	PERM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272512	NA	0	0.05680899893405689	0	0	0.0859045202320122	0.10070864853042202	0	0	0	0	0	0	0	0.3490438091982176	0	0	0.05733100832233611	0	0	0	0	0.24121771103754505	0
ENSG00000188290	HES4	2.1092949794444835	3.4085399360434137	0.6780750167840914	9.418968677946678	0.6872361618560976	1.443490628936049	0.173164456878782	2.5439466085938496	1.049810235894895	1.9888472362107468	0.829047851760234	2.5873307780389374	0.6050281585612953	1.7950824473051192	1.0201558396801509	0.8321435947496285	1.2612821830913945	0.39372922459204146	3.792011054662803	0.16757018479868185	0.8454042565448315	2.6051512792054865	0
ENSG00000187608	ISG15	30.855972270730728	64.3077867933524	30.451732571940106	167.97160809004907	33.58866741071677	20.51099475069595	11.602018610878394	159.39141337293188	15.484700979449704	46.32558806295764	25.02934942933278	33.96795692882548	29.041351610942172	72.70083911585732	52.095958212999705	16.691821518213136	63.17877117121439	17.914679718937887	235.71960610066077	23.62739605661414	39.236703436110126	252.8444047095547	13.960633129557808
ENSG00000231702	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224969	NA	0	0	0.06164318334400831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08378509239934093	0	0	0
ENSG00000188157	AGRN	1.9284982669206705	2.7268319488347306	1.972581867008266	0.26163801883185217	2.1476130058003053	2.7862726093416756	1.73164456878782	8.859951981654442	5.249051179474476	3.832169064893878	2.6055789626750214	4.509347927439291	1.0083802642688255	3.5901648946102385	4.148633748032613	1.9579849288226552	3.554522515984839	1.870213816812197	10.966086022943784	1.089206201191432	2.138375472436927	6.512878198013716	0.8066143585966733
ENSG00000242590	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217801	NA	0.1205311416825419	0.05680899893405689	0	0	0.0859045202320122	0	0	0.9649452653287016	0	0	0.03947846913143971	0	0	0.09972680262806216	0	0.04894962322056638	0.11466201664467222	0	0	0	0.19891864859878391	0.19297416883003604	0
ENSG00000273443	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237330	RNF223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131591	C1orf159	6.086822654968366	2.499595953098503	4.068450100704548	3.66293226364593	4.037512450904574	4.196193688767584	3.116960223818076	7.456395232085422	3.411883266658409	5.0933892634665465	4.06628232053829	4.435424190923893	4.033521057075302	2.343579861759461	7.073080488449046	3.2306751325573813	2.006585291281764	3.3466984090323524	3.3820639136181763	3.267618603574296	3.2821577018799344	2.7016383636205044	3.846930017922596
ENSG00000223823	LINC01342	0.4218589958888967	0.2272359957362276	0.4931454667520665	1.3081900941592608	0.3436180809280488	0.30212594559126604	0.346328913757564	0.3508891873922551	0.26245255897372377	0.24254234587935936	0.19739234565719857	0.5913898921231857	0.30251407928064766	0.19945360525612435	0.20403116793603016	0.34264736254396466	0.4586480665786889	0.09843230614801037	0.20497357052231371	0.25135527719802275	0.14918898644908793	0.5789225064901081	0.12409451670718052
ENSG00000207730	MIR200B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207607	MIR200A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198976	MIR429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272141	NA	0	0	0	0	0.0859045202320122	0	0	0	0	0	0	0	0	0.04986340131403109	0.06801038931201006	0	0	0	0	0	0	0	0
ENSG00000205231	TTLL10-AS1	0.1205311416825419	0	0.18492955003202496	0	0.0859045202320122	0	0	0	0	0	0.23687081478863828	0	0	0	0	0	0	0.09843230614801037	0	0	0.04972966214969598	0	0.06204725835359025
ENSG00000162571	TTLL10	0.06026557084127095	0.05680899893405689	0.12328636668801662	0	0	0.03356954951014067	0.173164456878782	0.08772229684806378	0	0.19403387670348748	0.07895693826287943	0.14784747303079643	0	0.04986340131403109	0.27204155724804024	0.19579849288226553	0.17199302496700833	0	0	0	0.39783729719756783	0.09648708441501802	0
ENSG00000186891	TNFRSF18	2.1695605502857545	1.4202249733514225	2.342440967072316	2.8780182071503737	0.6872361618560976	1.4770601784461896	2.077973482545384	2.719391202289977	1.312262794868619	1.940338767034875	2.329229678754943	1.9959408859157517	1.5125703964032382	2.0942628551893057	0.9521454503681408	1.125841334073027	1.1466201664467222	2.4608076537002592	2.5621696315289215	2.010842217584182	2.387023783185407	1.109601470772707	2.171654042375659
ENSG00000186827	TNFRSF4	2.410622833650838	1.8746969648238776	1.787652316976241	3.66293226364593	2.491231086728354	2.2827293666895656	1.9048090256666024	4.824726326643508	1.5747153538423426	3.4926097806627747	4.776894764904205	2.180750227204247	3.428492898514006	1.8449458486191503	2.244342847296332	2.30063229136662	2.3505713412157805	2.65767226599628	6.354180686191725	1.7594869403861593	3.58053567477811	1.7367675194703245	1.7993704922541174
ENSG00000078808	SDF4	51.70785978181048	58.1156059095402	46.97210570813433	38.19915074945041	58.84459635892837	44.8153485960378	46.58123890039237	59.30027266929112	44.879387584506766	52.922739870876214	57.32273717885047	48.71574236364742	43.96537952212079	60.08539858340746	49.03549069395925	57.711605777047765	42.0809601085947	49.01928846170916	56.16275832311396	50.187270347205214	48.98371721745053	44.52878945753081	43.61922262257395
ENSG00000176022	B3GALT6	8.376914346936662	7.328360862493339	6.534177434464881	10.727158772105938	5.497889294848781	6.613201253497713	6.407084904514934	8.509062794262187	6.036408856395647	7.858372006491243	7.1850813819220285	7.429335519797521	5.646929479905422	5.53483754585745	5.304810366336784	7.44034272952609	6.7650589820356615	6.398099899620673	7.686508894586765	6.032526652752546	7.260530673855612	7.8154538376164595	5.3360642184087625
ENSG00000184163	C1QTNF12	0.06026557084127095	0.3408539936043413	0	0	0.1718090404640244	0.2349868465709847	0	0.08772229684806378	0	0.09701693835174374	0.07895693826287943	0.18480934128849552	0	0.04986340131403109	0.20403116793603016	0.2447481161028319	0.4013170582563528	0.09843230614801037	0.20497357052231371	0.25135527719802275	0.14918898644908793	0.09648708441501802	0.06204725835359025
ENSG00000260179	NA	0.4821245667301676	0.17042699680217066	0.12328636668801662	1.046552075327409	0.0859045202320122	0.20141729706084405	0	0.08772229684806378	0	0.1455254075276156	0.07895693826287943	0.14784747303079643	0.20167605285376508	0.3490438091982176	0.13602077862402012	0.04894962322056638	0	0	0	0	0.09945932429939196	0.33770479545256304	0.24818903341436105
ENSG00000160087	UBE2J2	20.30949737350831	22.15550958428219	16.890232236258278	46.83320537090153	18.813089930810673	18.731808626658495	18.355432429150895	23.070964071040773	20.471299599950456	22.653455105132164	20.370890071822892	17.187268739830085	15.83157014902056	16.654376038886383	20.335106404291007	21.880481579593173	19.60720484623895	21.064513515674214	19.165028843836332	15.751597371076093	18.15132668463903	14.135357866800138	16.504570722055007
ENSG00000230415	LINC01786	0.3013278542063548	0.2272359957362276	0.4315022834080582	0.7849140564955565	0.2577135606960366	0.20141729706084405	0	0	0	0.1455254075276156	0.03947846913143971	0.22177120954619464	0	0.24931700657015543	0.27204155724804024	0.04894962322056638	0.11466201664467222	0.2952969184440311	0.10248678526115686	0.08378509239934093	0.19891864859878391	0.19297416883003604	0.3102362917679513
ENSG00000162572	SCNN1D	1.5066392710317738	1.4202249733514225	0.8630045668161164	1.3081900941592608	0.6872361618560976	1.2085037823650642	1.9048090256666024	2.1930574212015945	2.624525589737238	1.8918302978590031	0.9869617282859928	1.66328407159646	1.5125703964032382	1.2964484341648084	1.088166228992161	0.5384458554262302	1.4332752080584028	0.6890261430360726	1.1273546378727255	1.172991293590773	1.5416195266405752	0.7718966753201442	2.2957485590828397
ENSG00000131584	ACAP3	14.945861568635197	18.235688657832263	14.54779126918596	15.175005092247424	17.696331167794515	16.85191385409062	14.372649920938906	27.983412694532348	20.73375215892418	14.698066160289178	16.77834938086188	16.300183901645305	10.890506854103316	12.565577131135834	17.410659663874576	17.621864359403897	11.638194689434233	15.355439759089617	19.57497598488096	8.797434701930797	15.863762225753016	14.135357866800138	13.402207804375497
ENSG00000278073	MIR6726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169972	PUSL1	2.8927474003810056	2.3859779552303895	2.8355864338243824	4.971122357805191	3.607989849744513	2.249159817179425	2.077973482545384	3.421169577074487	3.936788384605857	2.0373557053866187	3.079320592252298	3.4374537479660168	2.823464739952711	2.29371646044543	2.244342847296332	3.0348766396751157	2.637226382827461	2.067078429108218	1.7422753494396666	2.094627309983523	2.4864831074847986	1.9779852305078691	3.164410176033103
ENSG00000127054	INTS11	33.2063295335403	31.472185409467517	32.670887172324406	19.099575374725205	31.26924536445244	31.45466789100181	30.650108867544414	39.29958898793257	35.168642902478986	32.30664047113067	30.3194642929457	25.429765361296983	27.629619240965816	25.03142745964361	31.828862198020705	30.00611903420719	24.996319628538544	32.87639025343546	26.851537738423097	26.057163736195022	29.290771006170928	24.170014645962013	31.892290793745392
ENSG00000274153	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240731	NA	0.4821245667301676	0.4544719914724551	0.3698591000640499	0	0.3436180809280488	0.8056691882433762	0.173164456878782	0.08772229684806378	0.26245255897372377	0.38806775340697497	0.4342631604458369	0.36961868257699104	0.5041901321344128	0.6980876183964352	0.13602077862402012	0.5873954786467965	0.4586480665786889	0.6890261430360726	0.40994714104462743	0.25135527719802275	0.44756695934726376	0.4824354220750901	0.992756133657444
ENSG00000224051	CPTP	8.19611763441285	8.862203833712876	9.369763868289263	3.401294244814078	6.185125456704879	6.076088461335462	10.736196326484484	15.702291135803415	3.1494307076846852	7.033728030501422	8.724741678048177	7.983763543663007	9.377936457700075	8.028007611559005	5.780883091520854	10.034672760216107	6.994383015325005	8.465178328728891	9.12132388824296	6.870377576745955	9.2497171598434509	5.933955691523608	5.956536801944664
ENSG00000169962	TAS1R3	0.2410622833650838	1.1929889776151947	0.30821591672004156	0	0.1718090404640244	0.3692650446115474	0.519493370636346	1.4035567495690204	0	0.5821016301104625	0.4342631604458369	0.7392373651539821	1.109218290695708	0.6482242170824042	0.4080623358720603	1.3216398269552925	0.34398604993401666	0.4921615307400518	0.20497357052231371	0.25135527719802275	0.8454042565448315	0.19297416883003604	0.3722835501215415
